CASE_NUMBER,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,SOC_CODE,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,WORKSITE_CITY,WORKSITE_STATE_ABB,YEAR,WORKSITE_STATE_FULL,WORKSITE,CASE_STATUS_CLEAN,APPROVAL_FLAG
I-200-16196-307668,CERTIFIED,OAKLAND UNIVERSITY,"ENGINEERING TEACHERS, POSTSECONDARY",25-1032,ASSISTANT PROFESSOR OF ENGINEERING,N,41000.0,ROCHESTER,MI,2016,MICHIGAN,"ROCHESTER, MICHIGAN",Approved,1
I-200-17018-554761,CERTIFIED,"MCGRAW-HILL SCHOOL  EDUCATION, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,11-3021,"MANAGER, SOFTWARE ENGINEERING",Y,106746.0,COLUMBUS,OH,2017,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-19036-243534,CERTIFIED,MORGAN STANLEY SERVICES GROUP INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,ASSOCIATE,Y,117624.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17056-074957,CERTIFIED,SECURE INVESTORS GROUP INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SALESFORCE ADMINISTRATOR/DEVELOPER,Y,54704.0,TROY,MI,2017,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-203-16048-050958,CERTIFIED,"Q5, INC.",MANAGEMENT ANALYSTS,13-1111,MANAGEMENT ANALYST,N,55973.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-13053-304928,CERTIFIED-WITHDRAWN,"MNCL, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,70532.8,COLLEGEVILLE,PA,2015,PENNSYLVANIA,"COLLEGEVILLE, PENNSYLVANIA",Approved,1
I-200-17278-046384,DENIED,"SYSPRO TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYSTS,Y,69555.2,INDIANAPOLIS,IN,2018,INDIANA,"INDIANAPOLIS, INDIANA",Denied,0
I-200-16267-142689,CERTIFIED,UNIVERSITY OF MINNESOTA,"SOFTWARE DEVELOPERS, APPLICATIONS, NON R&D",15-1034,DEVELOPER 3,N,67829.0,MINNEAPOLIS,MN,2016,MINNESOTA,"MINNEAPOLIS, MINNESOTA",Approved,1
I-200-15362-414810,CERTIFIED,DELOITTE TAX LLP,ACCOUNTANTS AND AUDITORS,13-2011,TAX CONSULTANT II,N,55370.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18121-671404,CERTIFIED-WITHDRAWN,GOOGLE LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,TEST ENGINEER (1615.2218),Y,111839.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-15098-888455,CERTIFIED-WITHDRAWN,CARRIER CORPORATION,MATERIALS ENGINEERS,17-2131,SR. MATERIALS ANALYST,Y,70907.0,INDIANAPOLIS,IN,2015,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-16287-275983,CERTIFIED,PROMATRIX CORP,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,62733.0,MINNEAPOLIS,MN,2017,MINNESOTA,"MINNEAPOLIS, MINNESOTA",Approved,1
I-200-19093-655766,CERTIFIED,"AXISCADES, INC.",MECHANICAL ENGINEERS,17-2141,SENIOR DESIGN ENGINEER,Y,69285.0,COLUMBUS,INDIANA,2019,INDIANA,"COLUMBUS, INDIANA",Approved,1
I-200-15237-625925,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,DEVELOPER USER INTERFACE,Y,54954.0,NORRISTOWN,PA,2015,PENNSYLVANIA,"NORRISTOWN, PENNSYLVANIA",Approved,1
I-200-15055-149777,CERTIFIED,WIPRO LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,CONSULTANT,Y,62712.0,RICHFIELD,MN,2015,MINNESOTA,"RICHFIELD, MINNESOTA",Approved,1
I-200-18060-358635,CERTIFIED,GOLDMAN SACHS &AMP; CO. LLC,OPERATIONS RESEARCH ANALYSTS,15-2031,ANALYST,Y,59233.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16042-416711,CERTIFIED,"SOFTNICE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,PROGRAMMER ANALYST,N,72010.0,NEW ROCHELLE,NY,2016,NEW YORK,"NEW ROCHELLE, NEW YORK",Approved,1
I-200-19077-739585,CERTIFIED,"STATTEK INTERNATIONAL, INC",PERSONAL FINANCIAL ADVISORS,13-2052,EDUCATION FINANCIAL ADVISOR,N,121118.4,NEW YORK,NEWYORK,2019,NEW YORK,"New York, NEW YORK",Approved,1
I-200-16124-566165,CERTIFIED,DELOITTE CONSULTING LLP,OPERATIONS RESEARCH ANALYSTS,15-2031,SENIOR CONSULTANT,N,69098.0,PHILADELPHIA,PA,2016,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-18071-524659,CERTIFIED,STUDIOTEKA DESIGN LLC,"DESIGNERS, ALL OTHER",27-1029,DESIGNER,N,35588.8,BROOKLYN,NY,2018,NEW YORK,"BROOKLYN, NEW YORK",Approved,1
I-200-17081-587580,CERTIFIED-WITHDRAWN,PINNACLE DEVELOPERS LLC,CONSTRUCTION MANAGERS,11-9021,CONSTRUCTION MANAGER,Y,64480.0,"GLENVIEW,",IL,2017,ILLINOIS,"GLENVIEW, ILLINOIS",Approved,1
I-200-15209-514480,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,DEVELOPER - USER INTERFACE,Y,72301.0,COLUMBUS,OH,2015,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-18035-049055,CERTIFIED,SYNTEL INC,COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,Y,63939.0,MINNEAPOLIS,MN,2018,MINNESOTA,"MINNEAPOLIS, MINNESOTA",Approved,1
I-200-17080-658532,CERTIFIED,UHCP D/B/A UPMC MEDICAL EDUCATION,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL",29-1199,FELLOW - SELECTIVE PATHOLOGY (B-GENITOURINARY),Y,65262.0,PITTSBURGH,PA,2017,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-15327-255898,CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),COMPUTER AND INFORMATION SYSTEMS MANAGERS,11-3021,MANAGER,Y,101774.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17075-570830,CERTIFIED,LAW OFFICE OF DEANA BALAHTSIS,LAWYERS,23-1011,ASSOCIATE ATTORNEY,Y,79123.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18071-175407,CERTIFIED,VXL MEDICAL CARE P.C.,NURSE PRACTITIONERS,29-1171,NURSE PRACTITIONER,Y,88399.0,ELMHURST,NY,2018,NEW YORK,"ELMHURST, NEW YORK",Approved,1
I-200-16077-185071,CERTIFIED,LEX NIMBLE SOLUTIONS INC.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,PROGRAMMER ANALYST,N,68931.0,SCHAUMBURG,IL,2016,ILLINOIS,"SCHAUMBURG, ILLINOIS",Approved,1
I-200-15066-438864,CERTIFIED,"ESI NORTH AMERICA, INC.",MECHANICAL ENGINEERS,17-2141,ACOUSTIC SCIENTIST,Y,66726.0,FARMINGTON HILLS,MI,2015,MICHIGAN,"FARMINGTON HILLS, MICHIGAN",Approved,1
I-200-17131-590601,CERTIFIED,LINKEDIN CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,"INSIGHTS ANALYST, TALENT SOLUTIONS",Y,65749.0,CHICAGO,IL,2017,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17262-100246,CERTIFIED-WITHDRAWN,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",INSTRUCTIONAL COORDINATORS,25-9031,EDUCATION SPECIALIST,Y,54850.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19042-508202,CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,COMPUTER SYSTEMS ANALYST,15-1121,SENIOR SYSTEMS ANALYST JC60,Y,76502.0,RIVERWOODS,ILLINOIS,2019,ILLINOIS,"Riverwoods, ILLINOIS",Approved,1
I-200-18078-874712,CERTIFIED,PERFORMANCE RESOURCES NY INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,73528.0,BLUE ASH,OH,2018,OHIO,"BLUE ASH, OHIO",Approved,1
I-200-19238-846285,CERTIFIED,U.S. BANK NATIONAL ASSOCIATION,STATISTICIANS,15-2041,DATABASE MARKETING CONSULTANT,Y,83034.0,RICHFIELD,MINNESOTA,2019,MINNESOTA,"Richfield, MINNESOTA",Approved,1
I-203-16070-992834,CERTIFIED,"GARDINER & THEOBALD, INC.",CONSTRUCTION MANAGERS,11-9021,PROJECT MANAGER,Y,120182.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-14288-874524,WITHDRAWN,EPROMPTUS INC,COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,52603.0,SOUTHFIELD,MI,2015,MICHIGAN,"SOUTHFIELD, MICHIGAN",Withdrawn,0
I-200-14169-413395,CERTIFIED-WITHDRAWN,"TECH MAHINDRA (AMERICAS), INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,Y,67038.0,NEW ALBANY,OH,2017,OHIO,"NEW ALBANY, OHIO",Approved,1
I-200-15026-838977,CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,SPECIALIST SENIOR,Y,75899.0,PHILADELPHIA,PA,2015,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-16071-811868,CERTIFIED,"ENGINEERING TECHNOLOGY ASSOCIATES, INC.",MECHANICAL ENGINEERS,17-2141,MECHANICAL ENGINEERS,N,66394.0,TROY,MI,2016,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-17283-291399,CERTIFIED,L&T TECHNOLOGY SERVICES LIMITED,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,SOFTWARE ENGINEER & TESTER,Y,71448.0,DEER PARK,IL,2018,ILLINOIS,"DEER PARK, ILLINOIS",Approved,1
I-200-15356-413974,CERTIFIED,DELOITTE CONSULTING LLP,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,CONSULTANT,N,64210.0,PITTSBURGH,PA,2016,PENNSYLVANIA,"PITTSBURGH, PENNSYLVANIA",Approved,1
I-200-19144-696612,CERTIFIED,UST GLOBAL INC.,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,PROJECT MANAGER,Y,68557.0,INDIANAPOLIS,INDIANA,2019,INDIANA,"INDIANAPOLIS, INDIANA",Approved,1
I-200-17233-090967,CERTIFIED,YBRANT TECHNOLOGIES LLC.,COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,Y,79352.0,WEST CHESTER,PA,2017,PENNSYLVANIA,"WEST CHESTER, PENNSYLVANIA",Approved,1
I-200-16078-774190,CERTIFIED,"PIEZOS TECHNOLOGY, INC.",DATABASE ADMINISTRATORS,15-1141,SR. DATABASE ADMINISTRATOR,N,52166.0,FARMINGTON HILLS,MI,2016,MICHIGAN,"FARMINGTON HILLS, MICHIGAN",Approved,1
I-200-17213-182826,CERTIFIED-WITHDRAWN,"SCIGON SOLUTIONS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,TEST AUTOMATION ENGINEER,Y,83595.0,DEERFIELD,IL,2017,ILLINOIS,"DEERFIELD, ILLINOIS",Approved,1
I-200-15107-435935,CERTIFIED,RAMP TECHNOLOGY GROUP LLC,COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,Y,59280.0,EXTON,PA,2015,PENNSYLVANIA,"EXTON, PENNSYLVANIA",Approved,1
I-200-18295-349748,CERTIFIED,JPMORGAN CHASE & CO.,FINANCIAL ANALYSTS,13-2051,"ASSOCIATE, CORPORATE INVESTMENT BANK",Y,106371.0,NEW YORK,NY,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17060-269447,CERTIFIED-WITHDRAWN,"AIG PC GLOBAL SERVICES, INC.",STATISTICIANS,15-2041,"SCIENCE ANALYST, SENIOR",Y,84198.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18082-674748,CERTIFIED,EDVENSOFT SOLUTIONS LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,92768.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18222-810028,CERTIFIED,"ASCENA RETAIL GROUP, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",15-1133,SR. PROGRAMMER ANALYST,Y,108118.0,PATASKALA,OH,2018,OHIO,"PATASKALA, OHIO",Approved,1
I-200-16295-631398,CERTIFIED,GOLDEN BRIDGE RESOURCES LTD.,ACCOUNTANTS AND AUDITORS,13-2011,ACCOUNTANT,Y,50065.6,DUBLIN,OH,2017,OHIO,"DUBLIN, OHIO",Approved,1
I-200-19038-915631,CERTIFIED,"CYIENT, INC.",MECHANICAL ENGINEERS,17-2141,MECHANICAL ENGINEER,Y,84094.0,DECATUR,ILLINOIS,2019,ILLINOIS,"DECATUR, ILLINOIS",Approved,1
I-200-18071-746797,CERTIFIED,"VIA TRANSPORTATION, INC.",OPERATIONS RESEARCH ANALYSTS,15-2031,OPERATIONS ASSOCIATE PRINCIPAL - ANALYTICS,Y,85155.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18092-603816,CERTIFIED,"PJM INTERCONNECTION, LLC.",ELECTRICAL ENGINEERS,17-2071,SENIOR ENGINEER,Y,81827.0,AUDUBON,PA,2018,PENNSYLVANIA,"AUDUBON, PENNSYLVANIA",Approved,1
I-200-15128-738021,CERTIFIED,TATA CONSULTANCY SERVICES LIMITED,WEB DEVELOPERS,15-1134,WEB DEVELOPER,Y,52270.0,STRONGSVILLE,OH,2015,OHIO,"STRONGSVILLE, OHIO",Approved,1
I-200-15072-416858,CERTIFIED,"THE UNITED SOLUTIONS GROUP, INC.",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST,Y,52874.0,WILLOW GROVE,PA,2015,PENNSYLVANIA,"WILLOW GROVE, PENNSYLVANIA",Approved,1
I-200-18057-491234,CERTIFIED,IPSOFT INCORPORATED,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,R&D ENGINEER,Y,92768.0,NEW YORK,NY,2018,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16068-918298,CERTIFIED,"MCLAREN TECHNICAL SERVICES, INC.",CIVIL ENGINEERS,17-2051,JUNIOR ENGINEER,N,63752.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18233-680138,CERTIFIED,"THEMESOFT, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,68411.2,ALBANY,NY,2018,NEW YORK,"ALBANY, NEW YORK",Approved,1
I-200-16082-513813,CERTIFIED,TRINUC LLC,COMPUTER SYSTEMS ANALYSTS,15-1121,SYSTEMS ANALYST,N,56514.0,PALATINE,IL,2016,ILLINOIS,"PALATINE, ILLINOIS",Approved,1
I-200-17079-483389,CERTIFIED,EARTH USA SERVICES INC.,REHABILITATION COUNSELORS,21-1015,REHAB COORDINATOR,Y,32656.0,SYOSSET,NY,2017,NEW YORK,"SYOSSET, NEW YORK",Approved,1
I-200-16161-670720,CERTIFIED,"SKIDMORE, OWINGS & MERRILL, LLP","ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",17-1011,ARCHITECTURAL PROFESSIONAL,N,49026.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-14287-450952,CERTIFIED,CHADBOURNE & PARKE LLP,LAWYERS,23-1011,LEGAL CONSULTANT (SPANISH AND EUROPEAN LAW),Y,124072.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18170-720152,CERTIFIED,"INFOR (US), INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR ICS CONSULTANT,Y,93995.0,ST. PAUL,MN,2018,MINNESOTA,"ST. PAUL, MINNESOTA",Approved,1
I-200-19085-791055,CERTIFIED,"TRIESTEN TECHNOLOGIES, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,80912.0,ROLLING MEADOWS,ILLINOIS,2019,ILLINOIS,"ROLLING MEADOWS, ILLINOIS",Approved,1
I-200-18080-083054,CERTIFIED,"EMHART TEKNOLOGIES, LLC",SALES ENGINEERS,41-9031,PRODUCT MANAGER - SPR,Y,122450.0,TROY,MI,2018,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-19079-658987,CERTIFIED,PNC CAPITAL LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER II,Y,85821.0,HOFFMAN ESTATES,ILLINOIS,2019,ILLINOIS,"Hoffman Estates, ILLINOIS",Approved,1
I-200-15149-757569,CERTIFIED,SYSTEM SOFT TECHNOLOGIES LLC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE ENGINEER,Y,68785.6,MASON,OH,2015,OHIO,"MASON, OHIO",Approved,1
I-200-16063-954327,CERTIFIED,APPLIED COMPUTER TECHNIQUES,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,15-1142,SYSTEMS/NETWORK ADMINISTRATOR,N,50274.0,MONROEVILLE,PA,2016,PENNSYLVANIA,"MONROEVILLE, PENNSYLVANIA",Approved,1
I-203-15016-851098,CERTIFIED,"LOVESHACKFANCY, LLC;",PUBLIC RELATIONS SPECIALISTS,27-3031,PUBLIC RELATIONS SPECIALIST,Y,38979.0,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16173-334571,CERTIFIED,"SIC CONSULTING, LLC",COMPUTER SYSTEMS ANALYSTS,15-1121,SENIOR CONSULTANT,Y,83450.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18150-123260,CERTIFIED,"TELECOM TECHNOLOGY SERVICES, INC.",ELECTRICAL ENGINEERS,17-2071,RF ENGINEER,Y,79144.0,DOWNERS GROVE,IL,2018,ILLINOIS,"DOWNERS GROVE, ILLINOIS",Approved,1
I-200-18274-868647,CERTIFIED,MORGAN STANLEY SERVICES GROUP INC.,COMPUTER SYSTEMS ANALYSTS,15-1121,ASSOCIATE,Y,114754.0,NEW YORK,NY,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-19068-849176,CERTIFIED-WITHDRAWN,"MWRESOURCE, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,COMPUTER SYSTEMS ANALYST,Y,66248.0,AUDUBON,PENNSYLVANIA,2019,PENNSYLVANIA,"AUDUBON, PENNSYLVANIA",Approved,1
I-200-17076-827889,DENIED,LIGHT INC.,FASHION DESIGNERS,27-1022,FASHION DESIGNER,Y,42890.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Denied,0
I-200-19052-092780,CERTIFIED,UNIVERSITY OF CHICAGO MEDICAL CENTER,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",19-1042,FELLOW IN CARDIOVASCULAR DISEASE (PGY 4),Y,54122.0,SKOKIE,ILLINOIS,2019,ILLINOIS,"SKOKIE, ILLINOIS",Approved,1
I-200-19094-252138,CERTIFIED,314E CORPORATION,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,EPIC SPECIALIST,Y,74818.0,BLUE BELL,PENNSYLVANIA,2019,PENNSYLVANIA,"Blue Bell, PENNSYLVANIA",Approved,1
I-200-18316-534491,CERTIFIED,"THERMOLIFT, INC.",MECHANICAL ENGINEERS,17-2141,MECHANICAL ENGINEER,Y,68869.0,LIVONIA,MI,2019,MICHIGAN,"LIVONIA, MICHIGAN",Approved,1
I-200-16068-340341,CERTIFIED,PVR TECHNOLOGIES INC.,STATISTICIANS,15-2041,CLINICAL STATISTICAL PROGRAMMER/ANALYST,N,53165.0,NORTH WALES,PA,2016,PENNSYLVANIA,"NORTH WALES, PENNSYLVANIA",Approved,1
I-200-18044-427609,CERTIFIED-WITHDRAWN,CAPGEMINI AMERICA INC,COMPUTER PROGRAMMERS,15-1131,APPLICATIONS CONSULTANT 2,Y,78874.0,DEARBORN,MI,2018,MICHIGAN,"DEARBORN, MICHIGAN",Approved,1
I-200-18179-406616,CERTIFIED,"VAKTECH CORPORATION, LLC","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,87797.0,PHILADELPHIA,PA,2018,PENNSYLVANIA,"PHILADELPHIA, PENNSYLVANIA",Approved,1
I-200-19037-599051,CERTIFIED,"METLIFE GLOBAL, INC.",OPERATIONS RESEARCH ANALYSTS,15-2031,DIRECTOR,Y,106350.0,NEW YORK,NEWYORK,2019,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16231-113808,CERTIFIED,"ENJOY REHAB P.T., P.C.",REHABILITATION COUNSELORS,21-1015,REHABILITATION SPECIALIST,N,31595.2,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17059-234583,CERTIFIED,JPMORGAN CHASE & CO.,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,APPLICATION SUPPORT ANALYST (RISK & FINANCE TECH),Y,103979.0,COLUMBUS,OH,2017,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-15058-279981,CERTIFIED,"ENGINEERING TECHNOLOGY ASSOCIATES, INC.","ENGINEERS, ALL OTHER",17-2199,PROJECT ENGINEER,Y,56000.0,TROY,MI,2015,MICHIGAN,"TROY, MICHIGAN",Approved,1
I-200-14225-206344,CERTIFIED-WITHDRAWN,NORTHWESTERN UNIVERSITY,STATISTICIANS,15-2041,STATISTICAL ANALYST/PROGRAMMER 1,Y,47133.0,CHICAGO,IL,2015,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17042-939063,CERTIFIED,"BLACKROCK FINANCIAL MANAGEMENT, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,ASSOCIATE,Y,84864.0,NEW YORK,NY,2017,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-17306-320039,CERTIFIED,INFOSYS LIMITED,COMPUTER SYSTEMS ANALYST,15-1121,TECHNOLOGY ANALYST - US - PROFESSIONAL,Y,55910.0,BATTLE CREEK,MI,2018,MICHIGAN,"BATTLE CREEK, MICHIGAN",Approved,1
I-200-15077-329084,CERTIFIED,"FORD MODELS, INC.",MODELS,41-9012,FASHION MODEL,N,48006.4,NEW YORK,NY,2015,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-16033-793864,CERTIFIED-WITHDRAWN,ELEMENT SOLUTIONS LLC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,DIRECTOR - DELIVERY,Y,105955.0,CHICAGO,IL,2016,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-17067-561072,CERTIFIED,TRINITY CHRISTIAN COLLEGE ASSOCIATION,"FOREIGN LANGUAGE AND LITERATURE TEACHERS,",25-1124,SPANISH PROFESSOR,Y,57313.0,PALOS HEIGHTS,IL,2017,ILLINOIS,"PALOS HEIGHTS, ILLINOIS",Approved,1
I-200-16076-029970,WITHDRAWN,"FEDEX CORPORATE SERVICES, INC.",COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,N,49774.0,CORAOPOLIS,PA,2016,PENNSYLVANIA,"CORAOPOLIS, PENNSYLVANIA",Withdrawn,0
I-200-19210-674553,CERTIFIED-WITHDRAWN,TEKSTROM INC,"COMPUTER OCCUPATIONS, ALL OTHER",15-1199,QUALITY ASSURANCE ENGINEER,Y,73112.0,SCHENECTADY,NEWYORK,2019,NEW YORK,"SCHENECTADY, NEW YORK",Approved,1
I-200-15159-115747,CERTIFIED,"HCL AMERICA, INC.",COMPUTER PROGRAMMERS,15-1131,PROGRAMMER ANALYST - II,Y,62754.0,CHICAGO,IL,2015,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-203-19226-344397,CERTIFIED,ABBVIE INC.,MANAGEMENT ANALYSTS,13-1111,"ASSOCIATE DIRECTOR, CORPORATE STRATEGY",Y,96304.0,NORTH CHICAGO,ILLINOIS,2019,ILLINOIS,"North Chicago, ILLINOIS",Approved,1
I-200-19052-022560,CERTIFIED,CREDIT ACCEPTANCE CORPORATION,COMPUTER SYSTEMS ANALYSTS,15-1121,"ANALYST, ANALYTICS APPLICATIONS",Y,58926.0,SOUTHFIELD,MICHIGAN,2019,MICHIGAN,"SOUTHFIELD, MICHIGAN",Approved,1
I-200-15072-847655,CERTIFIED-WITHDRAWN,ARCHSTONE BUILDERS LLC,PUBLIC RELATIONS SPECIALISTS,27-3031,PUBLIC RELATIONS SPECIALIST (SALES & MARKETING),N,54642.0,NEW YORK,NY,2016,NEW YORK,"NEW YORK, NEW YORK",Approved,1
I-200-18207-813466,CERTIFIED,"SUMMITWORKS TECHNOLOGIES, INC.","SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER,Y,65166.0,CHICAGO,IL,2018,ILLINOIS,"CHICAGO, ILLINOIS",Approved,1
I-200-18226-100496,CERTIFIED,SIRI INFOSOLUTIONS INC.,DATABASE ADMINISTRATORS,15-1141,DATA MODELER,Y,76357.0,COLUMBUS,OH,2018,OHIO,"COLUMBUS, OHIO",Approved,1
I-200-16245-703926,CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,15-1121,ADVISORY  STAFF,N,68598.0,DETROIT,MI,2016,MICHIGAN,"DETROIT, MICHIGAN",Approved,1
I-200-19072-161668,CERTIFIED-WITHDRAWN,EGEN SOLUTIONS INC,"SOFTWARE DEVELOPERS, APPLICATIONS",15-1132,SOFTWARE DEVELOPER 2,Y,80912.0,CHICAGO,ILLINOIS,2019,ILLINOIS,"Chicago, ILLINOIS",Approved,1
I-200-19046-501842,CERTIFIED,QUICKEN LOANS INC.,STATISTICIANS,15-2041,SENIOR DATA SCIENTIST,Y,95555.0,DETROIT,MICHIGAN,2019,MICHIGAN,"DETROIT, MICHIGAN",Approved,1
I-200-18051-440418,CERTIFIED,DELOITTE CONSULTING LLP,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13-1161,ANALYST,Y,35818.0,BOLINGBROOK,IL,2018,ILLINOIS,"BOLINGBROOK, ILLINOIS",Approved,1
I-200-14308-215633,CERTIFIED,ISHIFT CORP,COMPUTER SYSTEMS ANALYSTS,15-1121,PROGRAMMER ANALYST,Y,59280.0,KING OF PRUSSIA,PA,2015,PENNSYLVANIA,"KING OF PRUSSIA, PENNSYLVANIA",Approved,1
